Cross_Validation	Asegurado_id	Ind_Ramo_Canal_Vigente	Meses_Antiguedad_Ramo_Canal	Canal_Agrup_Id	Ind_Exequial	Ind_Accidentes_Personales	Ind_Automoviles	Ind_Hogar	Ind_SuRenta	Ind_MasVida	Ind_Soat	Ind_Renta_Educativa	Ind_Otros_Personales	Ind_Salud	Ind_Otros_Empresariales	Ind_Arrendamiento	Ind_Renta_Pensional	Ind_Desempleo	Ind_Vida	Produccion_Emitida_Grupo_Cliente	Porc_RT_Grupo_Cliente	Frecuencia_Anual_Siniestros_Grupo_Cliente	Monto_Pagado_Siniestros_Grupo_Cliente	Recencia_Meses_Ultimo_Siniestros_Grupo_Cliente	Cont_Compania_Cliente	Regional_Contacto_id	Sexo_id	Edad	Numero_Hijos	Ind_Dependientes_Menores18	Ind_Dependientes_Mayores18	Nivel_Ingreso_id	Nivel_Estudios_id	Estado_Civil_id	Ind_Independiente	Cont_Quejas	Cont_Peticion	Cont_Inquietud	Ind_Tipo_Negocio_Colectivo	Ind_Forma_Pago_Mensual	Ind_Forma_Pago_Anual	Ind_Tipo_Pago_Caja_Sura	Ind_Tipo_Pago_Financiacion_Sura
0	1586	0	6	24,390,648	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	774,760.78	1.94	0.07	225,706.35	0.71	2	2	2	27	0	0	1	10	-1	1	0	0	0	1	1	1	0	0	0
0	1587	0	18	24,390,648	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	99,612.00	56.35	0	0	0	1	2	1	41	-1	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	1588	1	25	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	850,783.00	-1.51	0.13	614,583.09	1.38	2	4	2	38	0	0	0	10	-1	1	1	0	0	0	1	1	0	1	0
0	1589	0	0	24,390,653	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	594,001.70	7.49	0.1	276,462.26	5.15	2	3	2	35	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
1	1590	0	12	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	397,056.18	11.16	0	0	0	1	5	2	35	2	0	0	99	3	5	0	0	0	0	0	1	0	0	0
0	1591	1	1	24,390,648	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1,843,441.00	9.38	0	0	0	1	2	2	50	-1	0	0	8	-1	3	0	0	1	0	1	1	0	1	0
0	1592	1	60	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1,679,567.70	11.16	0	0	0	3	2	1	29	0	0	0	7	3	1	0	1	0	0	1	1	0	1	0
0	1593	1	4	24,390,648	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	47,541.88	13.68	0	0	0	1	5	2	40	-1	-1	-1	99	-1	-1	0	0	0	0	1	1	0	1	0
1	1594	0	21	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	788,488.54	-1.51	0.16	999,329.99	1.86	2	5	2	27	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	1595	0	12	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	497,487.35	7.49	0	0	0	1	2	1	18	-1	0	0	10	3	1	0	0	0	1	0	0	1	1	0
0	1596	1	16	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	976,747.31	25.01	0.21	806,343.01	1.63	3	2	1	26	0	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
0	1597	0	36	24,390,650	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	500,692.35	14.61	0	0	0	2	2	2	28	1	1	0	10	3	1	0	0	1	0	1	1	0	1	0
0	1598	0	4	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	484,896.44	-118.39	1	2,283,984.00	8	1	3	1	26	-1	0	0	99	-1	-1	0	0	0	1	1	1	0	1	0
0	1599	1	48	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,403,765.00	6.45	1	2,361,765.00	4	1	4	1	21	-1	0	0	99	-1	-1	0	0	0	0	0	0	1	1	0
0	1600	1	17	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,220,174.00	-22.53	0	0	0	1	5	1	37	2	0	0	10	-1	5	0	0	3	0	1	1	0	1	0
0	1601	0	12	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	869,809.49	7.94	0	0	0	2	6	2	29	0	0	0	10	-1	1	1	0	0	0	1	1	0	1	0
0	1602	0	36	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,572,030.74	-26.27	0.13	887,381.53	1.51	2	4	1	34	0	0	0	8	-1	5	0	0	0	0	1	1	0	1	0
1	1603	0	24	24,390,651	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	255,260.78	27.16	2	31,994.00	10	1	2	1	49	0	0	0	7	2	1	0	0	0	2	1	1	0	1	0
0	1604	0	24	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	728,753.61	-31.1	0	0	0	1	5	2	27	-1	0	0	10	-1	1	0	0	0	0	0	1	0	0	0
0	1605	0	24	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	959,087.42	-6.78	0	0	0	2	2	2	64	1	0	0	10	-1	4	0	0	0	4	0	0	1	1	0
0	1606	1	43	24,390,649	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1,605,273.81	42.99	0.22	516,480.39	1.95	3	2	1	33	0	0	0	7	-1	1	0	0	0	0	1	1	0	1	0
0	1607	1	6	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,659,332.00	-22.53	0	0	0	2	5	1	38	0	0	0	10	3	1	1	0	1	0	0	0	1	1	0
0	1608	1	22	24,390,648	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	944,073.42	-33.62	0.08	492,730.80	0.8	2	5	2	40	0	0	1	10	-1	5	1	0	1	0	1	1	0	1	0
0	1609	0	7	24,390,648	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	869,809.49	7.94	0.09	260,209.21	0.88	3	6	2	34	3	1	1	10	3	1	0	0	2	0	1	1	0	1	0
0	1610	0	9	24,390,648	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	652,323.59	15.14	0	0	0	1	2	2	35	0	1	0	7	-1	1	0	0	0	0	1	1	0	1	0
1	1611	0	0	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	597,139.96	27.72	0	0	0	1	5	2	23	-1	-1	-1	99	-1	-1	0	0	0	0	0	0	1	0	0
0	1612	1	11	24,390,648	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1,354,934.15	-3.36	0.12	594,925.60	1.33	2	6	1	34	-1	0	0	8	-1	-1	0	0	0	1	1	1	0	1	0
0	1613	1	16	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2,432,195.14	-52.28	0	0	0	1	3	2	32	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	1614	0	59	24,390,648	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	965,212.61	34.49	0.07	147,210.14	0.95	2	4	1	41	2	0	0	10	-1	2	0	0	0	0	1	1	0	1	0
0	1615	1	44	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,385,675.36	-12.44	0.17	861,353.02	1.7	2	5	1	48	0	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
0	1616	1	2	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7,634,731.00	7.49	0	0	0	1	4	2	19	-1	0	0	7	-1	-1	0	0	2	0	0	1	0	0	0
0	1617	0	31	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	786,485.97	-1.51	0	0	0	1	4	99	34	-1	0	0	99	-1	-1	0	0	0	0	0	0	1	1	0
0	1618	1	11	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	374,910.00	25.01	0	0	0	1	99	2	-1	-1	0	0	99	-1	-1	0	0	0	0	1	0	1	1	0
0	1619	0	59	24,390,648	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1,754,466.80	18.44	0	0	0	1	3	2	57	1	0	0	7	-1	1	0	0	0	1	1	1	0	1	0
0	1620	1	39	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	954,350.51	1.33	0.09	340,811.57	0.85	2	2	1	39	3	1	1	8	-1	5	0	0	0	1	1	1	0	1	0
0	1621	1	42	24,390,648	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	2,347,713.00	12.89	0	0	0	1	3	2	31	0	0	0	8	-1	2	0	0	0	0	1	1	0	1	0
0	1622	1	4	24,390,652	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	256,971.00	11.16	0	0	0	1	5	1	22	-1	-1	-1	99	-1	-1	0	0	0	0	0	0	1	1	0
0	1623	1	7	24,390,650	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	516,526.00	7.49	0	0	0	2	4	1	27	-1	0	0	10	-1	-1	1	0	0	1	1	0	1	1	0
0	1624	1	9	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	788,079.00	-23.12	0	0	0	1	5	2	43	-1	0	0	10	-1	-1	0	0	0	0	0	0	1	0	0
0	1625	0	1	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,028,897.34	33.43	0	0	0	1	3	1	43	1	0	0	99	-1	1	0	0	0	0	0	0	1	0	1
1	1626	0	1	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	402,248.97	68.26	0	0	0	1	3	1	21	-1	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	1627	0	25	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	475,359.58	-1.51	0.19	831,836.56	1.6	2	3	1	23	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	1628	1	33	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,529,882.27	23.51	0	0	0	2	4	2	29	-1	0	0	7	-1	-1	0	0	0	1	1	1	0	1	0
0	1629	0	53	24,390,652	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	748,976.19	16.7	0	0	0	1	3	1	38	-1	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
0	1630	1	36	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2,372,237.13	24.2	0	0	0	1	2	2	45	-1	0	0	7	-1	-1	0	0	0	0	1	1	0	1	0
1	1631	0	40	24,390,651	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1,499,129.75	-27.28	0.22	975,579.69	1.86	2	2	1	60	0	0	0	8	3	2	0	0	1	0	1	1	0	1	0
0	1632	1	9	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,121,122.00	-17.21	1	5,787,683.00	9	1	3	1	29	-1	0	0	8	-1	-1	0	0	0	2	0	0	1	1	0
0	1633	0	40	24,390,652	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	934,412.68	11.16	0	0	0	1	3	2	39	-1	0	0	7	-1	-1	0	0	1	0	1	1	0	1	0
0	1634	1	16	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	959,236.18	-71.84	0.19	835,690.67	1.8	3	2	1	51	0	0	0	10	-1	1	0	0	0	0	1	1	0	1	0
0	1635	0	0	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	740,300.30	11.37	0	0	0	1	5	1	48	0	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
1	1636	1	7	24,390,652	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	209,051.00	11.16	0	0	0	1	4	2	48	-1	-1	-1	99	-1	-1	0	0	0	0	1	1	0	1	0
0	1637	1	8	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	612,519.00	11.16	0	0	0	1	5	2	24	-1	0	0	10	-1	-1	0	0	0	0	0	0	1	1	0
0	1638	0	36	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,264,831.00	-1.46	1	21,030,788.00	11	1	5	1	48	0	0	0	8	-1	-1	0	0	0	2	1	0	1	1	0
1	1639	1	40	24,390,648	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	3,115,054.00	15.14	0	0	0	1	2	2	38	-1	0	0	7	-1	-1	0	0	0	0	0	1	0	0	0
1	1640	0	13	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,127,445.95	25.01	0	0	0	1	3	1	27	-1	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
1	1641	1	4	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,227,606.23	-1.51	0.28	862,180.59	1.98	3	2	2	25	0	0	1	8	-1	1	0	0	2	0	1	1	0	1	0
0	1642	1	58	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	959,236.18	-71.84	0.19	835,690.67	1.8	2	2	1	45	1	1	1	10	-1	2	1	0	0	0	1	1	0	1	0
0	1643	1	37	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	854,366.80	7.49	0	0	0	1	99	1	74	0	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	1644	1	50	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	688,963.03	16.23	0.11	288,349.99	1.19	2	2	1	29	0	0	0	10	3	-1	1	0	0	2	1	1	0	1	0
0	1645	1	19	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	760,653.51	5.79	0.06	217,295.69	0.71	2	2	1	31	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	1646	1	3	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	209,051.00	11.16	0	0	0	1	4	2	57	0	0	0	10	3	5	0	0	0	0	1	1	0	1	0
0	1647	1	9	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	387,914.01	15.76	0	0	0	1	3	1	42	-1	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	1648	1	6	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	737,091.33	7.49	0	0	0	2	3	1	19	-1	-1	-1	8	-1	-1	0	0	0	0	0	0	1	1	0
0	1649	1	9	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1,439,591.00	14.12	0	0	0	1	5	2	43	-1	0	0	8	-1	-1	0	0	0	0	0	0	1	1	0
0	1650	0	36	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	818,341.89	7.49	0	0	0	2	2	2	67	0	0	0	10	-1	3	0	0	0	0	1	1	0	1	0
1	1651	1	13	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	987,252.31	7.49	0.04	181,599.39	0.11	2	5	2	70	0	0	0	10	-1	3	0	0	0	0	1	0	1	0	0
0	1652	1	57	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,514,754.00	13.72	0	0	0	2	4	2	44	2	0	0	7	3	5	0	0	0	0	1	0	1	0	0
0	1653	1	54	24,390,648	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1,215,421.00	9.98	0	0	0	1	6	1	54	3	0	0	7	-1	5	1	0	0	0	1	1	0	1	0
0	1654	0	7	24,390,651	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1,385,675.36	-12.44	0.17	861,353.02	1.7	2	5	1	55	1	0	0	8	-1	5	0	0	0	0	1	1	0	1	0
0	1655	0	24	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	610,081.12	11.16	0	0	0	1	3	1	24	-1	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
0	1656	0	50	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	791,255.80	-141.43	0	0	0	1	3	1	54	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	1657	1	7	24,390,648	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	89,881.52	27.72	0	0	0	1	5	2	26	-1	0	1	99	-1	-1	0	0	0	0	1	1	0	1	0
0	1658	0	0	24,390,649	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	542,047.78	25.01	0	0	0	2	2	1	23	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	1659	1	10	24,390,651	0	1	1	1	1	0	0	0	0	1	0	0	0	1	1	977,985.41	-1.51	0.19	1,195,430.76	1.78	3	6	2	41	2	1	0	8	-1	1	0	1	1	3	1	1	0	1	0
0	1660	0	12	24,390,653	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	854,427.87	7.49	1	-34.27	45	1	5	1	62	0	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	1661	1	3	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	550,362.00	-0.13	0	0	0	2	3	1	41	-1	0	0	10	-1	-1	0	0	0	0	0	0	1	1	0
0	1662	1	37	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,509,550.95	-1.51	0.11	458,721.40	0.87	2	6	2	29	0	0	1	7	3	1	0	0	0	0	1	1	0	1	0
0	1663	0	6	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	728,753.61	-31.1	0	0	0	1	5	2	26	-1	0	0	10	-1	2	0	0	0	0	1	1	0	1	0
0	1664	0	10	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	431,346.52	-64.7	1	5,599,983.00	6	1	5	1	26	-1	0	0	10	-1	-1	0	0	0	2	1	1	0	1	0
0	1665	1	32	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1,439,265.47	-24.45	1	1,257,394.00	12	1	4	1	37	-1	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
0	1666	0	12	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	462,672.19	44.46	0	0	0	2	4	1	51	0	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	1667	1	8	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	173,112.00	-4.5	1	2,312,000.00	6	1	2	1	26	-1	0	0	10	-1	-1	0	0	0	0	0	0	1	1	0
0	1668	0	28	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	810,558.80	-120.33	0.14	905,955.09	1.73	2	4	1	29	1	1	1	10	3	1	0	0	0	0	1	1	0	1	0
0	1669	0	12	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,843,447.61	-7.59	0	0	0	1	4	2	35	0	0	0	7	-1	2	0	0	0	0	1	1	0	1	0
0	1670	0	58	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	764,160.65	-0.87	0.1	416,982.21	1.06	2	5	1	36	-1	0	0	10	-1	-1	0	0	0	0	1	0	1	1	0
0	1671	1	43	24,390,648	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	833,486.59	-46.32	0.06	439,971.18	0.58	2	5	2	35	1	0	0	10	-1	2	0	0	0	0	1	1	0	1	0
0	1672	0	41	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2,181,475.58	12.6	0	0	0	1	3	1	49	0	0	0	7	-1	-1	0	0	0	0	1	1	0	1	0
0	1673	0	3	24,390,648	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	197,801.00	4.82	0	0	0	1	4	2	33	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	1674	1	22	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	102,562.41	-1.51	0	0	0	1	5	1	29	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	1675	0	9	24,390,649	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	761,202.71	7.2	0.11	378,674.99	1.06	2	3	1	36	0	0	0	10	-1	-1	0	0	0	1	1	1	0	1	0
0	1676	1	8	24,390,650	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	686,579.99	7.49	0.08	173,659.57	0.71	3	4	1	28	0	0	0	8	-1	1	0	0	1	0	1	1	0	1	0
0	1677	1	56	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,155,624.19	-50.11	0.12	813,530.90	1.27	2	3	1	54	0	1	1	8	-1	2	0	0	3	0	1	1	0	1	0
0	1678	0	0	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	849,900.43	-15.1	0	0	0	1	2	1	41	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	1679	0	13	24,390,652	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	429,199.00	-18.45	0.04	160,103.99	0.36	2	3	1	20	-1	0	0	10	-1	-1	0	0	0	1	1	1	0	1	0
0	1680	1	10	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	969,231.21	25.01	0	0	0	1	99	1	57	-1	0	0	99	-1	-1	0	0	0	0	1	0	1	1	0
0	1681	0	5	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	467,827.10	-23.12	0	0	0	1	5	2	63	0	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	1682	1	6	24,390,648	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	2,630,633.00	16.24	1	1,703,657.00	4	3	2	1	51	2	1	1	7	-1	2	1	0	1	0	0	1	0	0	0
0	1683	0	0	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	437,622.43	11.16	0.03	78,215.97	0.23	2	3	2	20	-1	0	0	10	-1	-1	0	0	0	0	0	0	1	1	0
0	1684	0	13	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	962,007.21	-1.51	1	2,666,452.00	12	1	4	1	-1	-1	0	0	99	-1	-1	0	0	0	1	1	1	0	1	0
0	1685	1	54	24,390,649	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1,152,745.70	31.76	0	0	0	2	2	2	56	0	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
1	1686	0	52	24,390,648	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	395,789.00	-0.73	0	0	0	2	4	1	42	1	0	0	7	-1	5	0	0	0	1	1	1	0	1	0
0	1687	1	55	24,390,649	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1,963,238.62	33.6	0	0	0	3	2	1	63	0	0	0	7	3	1	0	0	2	0	1	1	0	1	0
0	1688	1	37	24,390,648	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	959,087.42	-6.78	0.09	373,483.43	0.93	2	2	2	56	1	0	1	10	2	2	0	0	2	0	1	1	0	1	0
1	1689	1	41	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1,430,652.00	12.6	0	0	0	1	3	1	62	0	0	0	7	-1	-1	0	0	1	0	1	1	0	1	0
0	1690	0	15	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,363,822.64	-3.84	0	0	0	1	5	1	55	-1	0	0	8	-1	-1	0	0	0	0	0	1	0	0	0
0	1691	1	8	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	542,047.78	25.01	0.11	514,299.27	1.02	3	2	1	21	0	0	0	10	3	-1	0	0	2	2	1	1	0	1	0
1	1692	0	12	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	712,486.43	-29.17	0	0	0	2	2	1	25	0	0	0	10	3	1	0	0	0	0	0	1	0	0	0
0	1693	0	45	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	291,229.00	7.49	0	0	0	1	6	1	26	-1	0	0	10	-1	-1	0	0	0	0	0	0	1	1	0
1	1694	0	36	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	637,651.27	25.01	0	0	0	1	99	99	-1	-1	0	0	99	-1	-1	0	0	0	0	1	0	1	1	0
1	1695	1	4	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,375,427.00	-15.5	0	0	0	1	3	2	38	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	1696	0	30	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	585,766.21	42.31	0	0	0	1	3	1	47	0	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	1697	1	36	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,723,809.68	18.62	0.16	694,477.80	1.8	2	2	2	66	0	0	0	8	3	5	0	0	0	0	0	0	1	1	0
0	1698	0	16	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	588,480.73	-6.66	0	0	0	1	3	1	36	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	1699	0	0	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	728,753.61	-31.1	0	0	0	1	5	2	20	0	0	0	10	-1	1	0	0	0	0	0	0	1	1	0
0	1700	0	24	24,390,648	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1,915,072.78	1.83	0	0	0	1	3	1	29	-1	0	0	7	-1	1	0	0	0	0	0	0	1	1	0
0	1701	1	20	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	394,152.65	11.16	0.01	106,721.10	0.09	2	4	2	31	-1	0	0	10	-1	-1	0	0	4	1	1	1	0	1	0
0	1702	1	3	24,390,648	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	762,716.78	-42.13	0.06	367,082.76	0.5	3	3	2	28	0	0	0	10	3	5	0	0	0	1	1	0	0	1	0
0	1703	0	11	24,390,648	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1,915,072.78	1.83	0	0	0	1	3	1	29	-1	0	0	7	-1	-1	0	0	0	0	1	0	1	1	0
0	1704	0	60	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,754,466.80	18.44	0	0	0	1	3	2	45	1	0	0	7	-1	2	0	0	0	0	1	1	0	1	0
0	1705	0	35	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2,181,475.58	12.6	0	0	0	1	3	1	59	0	0	0	7	-1	1	0	0	0	0	0	0	1	1	0
0	1706	0	12	24,390,652	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	931,599.58	31.52	0.08	249,345.54	0.71	3	2	1	40	1	0	1	8	-1	1	0	0	0	0	1	1	0	1	0
0	1707	1	10	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,150,538.00	-29.6	0	0	0	1	3	2	59	-1	0	0	99	-1	-1	0	0	0	0	1	0	1	0	0
0	1708	1	28	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	230,065.25	-27.17	0	0	0	1	4	1	43	-1	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
1	1709	0	12	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	585,766.21	42.31	0	0	0	1	3	1	64	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	1710	1	24	24,390,652	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	250,776.00	11.16	0	0	0	1	3	2	31	-1	0	0	7	-1	-1	0	0	0	2	0	0	1	1	0
1	1711	1	27	24,390,648	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	760,653.51	5.79	0.06	217,295.69	0.71	3	2	1	30	3	1	1	10	3	1	1	0	0	0	1	1	0	1	0
0	1712	1	25	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	935,961.78	-1.51	0.19	920,191.14	1.48	2	3	2	28	-1	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
